task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/75,False,0.6,0.6,0.005,0.9999988873799642,0.86,0.0,0.0
HumanEval/76,False,0.9,0.9,0.005,0.9999988873799642,0.96,0.0,0.0
HumanEval/77,False,0.8,0.8,0.005,0.9999990463256836,0.96,0.0,0.0
HumanEval/78,False,,,0.0,,0.72,0.0,0.0
HumanEval/79,True,0.9,0.9,0.6666666666666667,0.9999988873799642,0.94,1.0,0.8666019365499793
HumanEval/80,False,0.7,0.7,0.005,0.9999989668528239,0.96,0.0,0.0
HumanEval/81,False,0.8,0.8,0.005,0.9999981721242269,0.96,0.0,0.0
HumanEval/82,True,0.9,0.9,0.005,0.9999978542327881,0.8,1.0,0.2449488428773427
HumanEval/83,True,0.6,0.6,0.005,0.9999968210856119,0.88,1.0,0.2266734405412471
HumanEval/84,False,0.9,0.9,0.005,0.9999983310699463,0.96,0.0,0.0
HumanEval/85,False,0.7,0.7,0.5,0.9999986489613851,0.96,0.0,0.0
HumanEval/86,True,0.8,0.8,0.33333333333333337,0.9999987284342448,0.94,1.0,0.7075774901017668
HumanEval/87,True,0.6,0.6,0.005,0.9999983310699463,0.86,1.0,0.22537448393999024
HumanEval/88,True,0.7,0.7,0.7272727272727273,0.9999980131785074,0.6799999999999999,1.0,0.7670538391087985
HumanEval/89,False,0.8,0.8,0.005,0.9999987284342448,0.96,0.0,0.0
HumanEval/90,False,0.5,0.5,0.005,0.9999987284342448,0.78,0.0,0.0
HumanEval/91,False,0.7,0.7,0.005,0.9999989668528239,0.96,0.0,0.0
HumanEval/92,False,0.6,0.6,0.005,0.9999984900156657,0.96,0.0,0.0
HumanEval/93,False,0.7,0.7,0.005,0.9999989668528239,0.96,0.0,0.0
HumanEval/94,False,0.7,0.7,0.005,0.9999988873799642,0.84,0.0,0.0
HumanEval/95,False,0.5,0.5,0.005,0.9999988873799642,0.9,0.0,0.0
HumanEval/96,False,0.4,0.4,0.8461538461538461,0.9999988079071045,0.74,0.0,0.0
HumanEval/97,True,0.9,0.9,0.4,0.9999988079071045,0.84,1.0,0.7415583292116996
HumanEval/98,False,0.5,0.5,0.005,0.9999988873799642,0.84,0.0,0.0
HumanEval/99,False,0.5,0.4,0.7647058823529411,,0.62,0.0,0.0
HumanEval/100,False,0.7,0.7,0.005,0.9999985694885254,0.8200000000000001,0.0,0.0
HumanEval/101,False,,,0.0,,0.94,0.0,0.0
HumanEval/102,False,0.6,0.6,0.005,0.9999984900156657,0.84,0.0,0.0
HumanEval/103,False,0.8,0.8,0.005,0.9999987284342448,0.9,0.0,0.0
HumanEval/104,False,0.6,0.6,0.005,0.9999989668528239,0.96,0.0,0.0
HumanEval/105,False,,,0.0,,0.6,0.0,0.0
HumanEval/106,False,0.7,0.7,0.005,0.9999987284342448,0.86,0.0,0.0
HumanEval/107,True,0.6,0.6,0.005,0.9999988079071045,0.78,1.0,0.2199398046214058
HumanEval/108,False,0.7,0.7,0.8333333333333334,0.9999988873799642,0.88,0.0,0.0
HumanEval/109,False,0.5,0.5,0.6,0.9999988873799642,0.6799999999999999,0.0,0.0
HumanEval/110,False,0.7,0.7,0.005,0.9999987284342448,0.96,0.0,0.0
HumanEval/111,False,0.6,0.6,0.7142857142857143,0.9999989668528239,0.84,0.0,0.0
HumanEval/112,False,,,0.0,,0.94,0.0,0.0
