task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/59,True,0.6,0.6,0.8461538461538461,0.9999992847442627,0.74,1.0,0.7829030736330719
HumanEval/60,True,0.9,0.9,0.005,0.9999992847442627,0.96,1.0,0.2563721579948057
HumanEval/61,False,,,0.0,,0.8,0.0,0.0
HumanEval/62,True,0.8,0.8,0.005,0.9999993642171224,0.96,1.0,0.2489331513485168
HumanEval/63,True,0.5,0.5,0.005,0.9999992847442627,0.8200000000000001,1.0,0.21278371530357712
HumanEval/64,True,0.5,0.5,0.6666666666666667,0.9999993642171224,0.88,1.0,0.735936402237462
HumanEval/65,False,0.8,0.8,0.2,0.9999990463256836,0.88,0.0,0.0
HumanEval/66,True,0.7,0.7,0.005,0.9999987284342448,0.96,1.0,0.24076019216487846
HumanEval/67,True,0.9,0.9,0.4,0.9999988873799642,0.9,1.0,0.7544598479528296
HumanEval/68,True,0.5,0.5,0.875,0.999999205271403,0.84,1.0,0.7785997314151574
HumanEval/69,False,,,0.0,,0.76,0.0,0.0
HumanEval/70,True,0.6,0.6,0.888888888888889,0.999999205271403,0.8200000000000001,1.0,0.8132106521840187
HumanEval/71,True,0.6,0.6,0.005,0.9999988079071045,0.86,1.0,0.2253745108067624
HumanEval/72,True,0.8,0.8,0.005,0.9999990463256836,0.96,1.0,0.24893313156507244
HumanEval/73,True,0.7,0.7,0.9,0.999999205271403,0.8,1.0,0.8425730187178027
HumanEval/74,False,,,0.0,,0.9,0.0,0.0
HumanEval/75,False,0.19999999999999996,0.19999999999999996,0.7857142857142858,0.9999991257985433,0.72,0.0,0.0
HumanEval/76,False,0.8,0.8,0.005,0.9999990463256836,0.96,0.0,0.0
HumanEval/77,True,0.8,0.8,0.6666666666666667,0.9999988079071045,0.88,1.0,0.8276947882662256
HumanEval/78,True,0.7,0.7,0.75,0.9999984900156657,0.92,1.0,0.8336554980623513
HumanEval/79,True,0.9,0.9,0.6666666666666667,0.9999992847442627,0.94,1.0,0.8666020226392299
HumanEval/80,True,0.4,0.4,0.7142857142857143,0.9999992847442627,0.86,1.0,0.7040565190032634
HumanEval/81,True,0.0,0.0,0.005,0.999999205271403,0.96,1.0,0.16868648837366743
HumanEval/82,True,0.6,0.6,0.875,0.9999991257985433,0.84,1.0,0.8149098222295421
HumanEval/83,False,0.8,0.8,0.25,0.9999992847442627,0.9,0.0,0.0
HumanEval/84,True,0.8,0.8,0.33333333333333337,0.9999992847442627,0.94,1.0,0.707577588509983
HumanEval/85,True,0.6,0.6,0.5,0.9999992847442627,0.96,1.0,0.7325681693034862
HumanEval/86,True,0.8,0.8,0.5,0.9999992847442627,0.92,1.0,0.7788644417203026
HumanEval/87,False,0.6,0.6,0.7142857142857143,0.9999989668528239,0.86,0.0,0.0
HumanEval/88,True,0.6,0.6,0.6666666666666667,0.9999987284342448,0.86,1.0,0.7658425158269879
HumanEval/89,True,0.6,0.6,0.8181818181818181,0.9999991257985433,0.76,1.0,0.7815442492650597
HumanEval/90,False,,,0.0,,0.96,0.0,0.0
HumanEval/91,False,0.7,0.7,0.33333333333333337,0.999999205271403,0.94,0.0,0.0
HumanEval/92,True,0.4,0.4,0.005,0.9999988079071045,0.92,1.0,0.20711155354422556
HumanEval/93,True,0.7,0.7,0.8,0.9999990463256836,0.76,1.0,0.8077004061734657
HumanEval/94,False,,,0.0,,0.9,0.0,0.0
HumanEval/95,True,0.09999999999999998,0.09999999999999998,0.7142857142857143,0.999999205271403,0.86,1.0,0.497843129034541
HumanEval/96,True,0.65,0.6,0.7777777777777778,0.999999205271403,0.8200000000000001,1.0,0.8024086442037751
HumanEval/97,True,0.9,0.9,0.005,0.9999991257985433,0.96,1.0,0.2563721478074836
HumanEval/98,True,0.6,0.6,0.33333333333333337,0.9999993642171224,0.94,1.0,0.6584751551418707
HumanEval/99,True,0.7,0.7,0.7142857142857143,0.9999992847442627,0.8200000000000001,1.0,0.8001950979290466
HumanEval/100,True,0.7,0.7,0.6666666666666667,0.9999993642171224,0.8,1.0,0.7816712214389566
HumanEval/101,True,0.9,0.9,0.005,0.9999993642171224,0.96,1.0,0.2563721630884664
HumanEval/102,True,0.6,0.6,0.5714285714285714,0.9999991257985433,0.86,1.0,0.7368902636254889
HumanEval/103,True,0.8,0.8,0.4,0.999999205271403,0.9,1.0,0.7325681547486536
HumanEval/104,True,0.6,0.6,0.005,0.9999992847442627,0.96,1.0,0.23165839563388615
HumanEval/105,True,0.6,0.6,0.25,0.9999991257985433,0.92,1.0,0.6094943396327688
HumanEval/106,False,0.6,0.6,0.7,0.9999992847442627,0.78,0.0,0.0
HumanEval/107,True,0.6,0.6,0.8181818181818181,0.9999992847442627,0.76,1.0,0.7815442803208632
HumanEval/108,False,,,0.0,,0.94,0.0,0.0
HumanEval/109,True,0.6,0.6,0.7,0.9999984900156657,0.8,1.0,0.7613505317607487
HumanEval/110,True,0.4,0.4,0.75,0.9999988873799642,0.92,1.0,0.7248149620427911
HumanEval/111,True,0.4,0.4,0.909090909090909,0.9999992847442627,0.76,1.0,0.7250536563125121
HumanEval/112,True,0.7,0.7,0.4,0.9999989668528239,0.9,1.0,0.7085165887983818
HumanEval/113,True,0.0,0.0,0.005,0.9999992847442627,0.96,1.0,0.16868649284233675
HumanEval/114,True,0.7,0.7,0.75,0.999999205271403,0.84,1.0,0.8149098384203591
HumanEval/115,False,0.8,0.8,0.005,0.9999990463256836,0.96,0.0,0.0
HumanEval/116,True,0.9,0.9,0.5,0.9999992847442627,0.96,1.0,0.8107199479161323
HumanEval/117,True,0.30000000000000004,0.30000000000000004,0.6,0.9999990463256836,0.8,1.0,0.6160139107789557
HumanEval/118,True,0.5,0.5,0.8333333333333334,0.9999992847442627,0.88,1.0,0.7781579879851077
HumanEval/119,True,0.7,0.7,0.6923076923076923,0.9999993642171224,0.72,1.0,0.7685680992631166
HumanEval/120,False,0.9,0.9,0.5,0.9999991257985433,0.96,0.0,0.0
HumanEval/121,True,0.6,0.6,0.5,0.9999992847442627,0.96,1.0,0.7325681693034862
HumanEval/122,True,0.7,0.7,0.5,0.9999991257985433,0.96,1.0,0.7613506527743107
HumanEval/123,True,0.4,0.4,0.8181818181818181,0.999999205271403,0.76,1.0,0.7062049635767035
HumanEval/124,False,,,0.0,,0.6799999999999999,0.0,0.0
HumanEval/125,False,0.4,0.4,0.6666666666666667,0.9999992847442627,0.86,0.0,0.0
HumanEval/126,False,,,0.0,,0.92,0.0,0.0
HumanEval/127,False,,,0.0,,0.9,0.0,0.0
HumanEval/128,True,0.5,0.5,0.8333333333333334,0.999999205271403,0.76,1.0,0.7501541243382668
HumanEval/129,False,0.4,0.4,0.5714285714285714,0.9999978542327881,0.5800000000000001,0.0,0.0
